EL2 in an EL2-enabled (nested-virt) VM	APCTL_EL1	S3_4_C15_C0_4	read-back	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	APCTL_EL1	S3_4_C15_C0_4	write(restore)	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	APSTS_EL1	S3_6_C15_C12_4	read	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	KERNKEYLO_EL1	S3_4_C15_C1_0	read	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	KERNKEYLO_EL1	S3_4_C15_C1_0	write(same)	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	KERNKEYLO_EL1	S3_4_C15_C1_0	read-back	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	KERNKEYLO_EL1	S3_4_C15_C1_0	write(restore)	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	AMXIDR_EL1	S3_6_C15_C2_7	read	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	AMX_CONFIG_EL1	S3_4_C15_C1_4	read	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	AMX_STATE_T_EL1	S3_4_C15_C1_3	read	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	VMSA_LOCK_EL1	S3_4_C15_C1_2	read	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	VMSA_LOCK_EL1	S3_4_C15_C1_2	write(same)	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	VMSA_LOCK_EL1	S3_4_C15_C1_2	read-back	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	VMSA_LOCK_EL1	S3_4_C15_C1_2	write(restore)	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
EL2 in an EL2-enabled (nested-virt) VM	CTRR_A_LWR_EL1	S3_4_C15_C2_3	read	guest-exception	GUEST-EXC@EL2  ESR=0x02000000 EC=0x00 UNKNOWN/UNDEF
